"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","p.value","test.name"
"129","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.329896907216495,NA,0.236159438297462,0.423634376135528,"mantika","LY0105",NA,NA
"224","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.909836065573771,NA,0.858919717999215,0.960752413148326,"mantika","LY0105",NA,NA
"320","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Returnee",1,NA,1,1,"mantika","LY0105",NA,NA
"420","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.494845360824742,NA,0.395167154632402,0.594523567017083,"mantika","LY0105",NA,NA
"516","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.0163934426229508,NA,0,0.0389672612528311,"mantika","LY0105",NA,NA
"616","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0,NA,0,0,"mantika","LY0105",NA,NA
"71","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.0927835051546392,NA,0.0349413926395108,0.150625617669768,"mantika","LY0105",NA,NA
"81","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.00819672131147541,NA,0,0.0242251923073449,"mantika","LY0105",NA,NA
"91","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Returnee",0,NA,0,0,"mantika","LY0105",NA,NA
"101","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.0721649484536082,NA,0.0205765756208382,0.123753321286378,"mantika","LY0105",NA,NA
"1110","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0.0491803278688525,NA,0.0107384999485944,0.0876221557891105,"mantika","LY0105",NA,NA
"1210","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Returnee",0,NA,0,0,"mantika","LY0105",NA,NA
"131","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","IDP",0.0103092783505155,NA,0,0.0304473170748341,"mantika","LY0105",NA,NA
"141","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","Non-Displaced",0,NA,0,0,"mantika","LY0105",NA,NA
"151","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","Returnee",0,NA,0,0,"mantika","LY0105",NA,NA
"161","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","IDP",0,NA,0,0,"mantika","LY0105",NA,NA
"171","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Non-Displaced",0.00819672131147541,NA,0,0.0242251923073449,"mantika","LY0105",NA,NA
"181","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Returnee",0,NA,0,0,"mantika","LY0105",NA,NA
"19","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","IDP",0,NA,0,0,"mantika","LY0105",NA,NA
"20","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","Non-Displaced",0.00819672131147541,NA,0,0.0242251923073449,"mantika","LY0105",NA,NA
"21","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","Returnee",0,NA,0,0,"mantika","LY0105",NA,NA
"130","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.2,NA,0.119441502792373,0.280558497207627,"mantika","LY0103",1.96448678806965e-13,"Pearson's X^2: Rao & Scott adjustment"
"225","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.896825396825397,NA,0.843630711085754,0.950020082565039,"mantika","LY0103",1.96448678806965e-13,"Pearson's X^2: Rao & Scott adjustment"
"321","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Returnee",0.952830188679245,NA,0.912409839728627,0.993250537629863,"mantika","LY0103",1.96448678806965e-13,"Pearson's X^2: Rao & Scott adjustment"
"421","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.305263157894737,NA,0.212516402353152,0.398009913436321,"mantika","LY0103",1.96448678806965e-13,"Pearson's X^2: Rao & Scott adjustment"
"517","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.0238095238095238,NA,0,0.0504701614824623,"mantika","LY0103",1.96448678806965e-13,"Pearson's X^2: Rao & Scott adjustment"
"617","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0,NA,0,0,"mantika","LY0103",1.96448678806965e-13,"Pearson's X^2: Rao & Scott adjustment"
"72","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.189473684210526,NA,0.11054963212436,0.268397736296693,"mantika","LY0103",1.96448678806965e-13,"Pearson's X^2: Rao & Scott adjustment"
"82","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0.0317460317460317,NA,0.00108637695600364,0.0624056865360599,"mantika","LY0103",1.96448678806965e-13,"Pearson's X^2: Rao & Scott adjustment"
"92","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Returnee",0.0188679245283019,NA,0,0.0448088841024627,"mantika","LY0103",1.96448678806965e-13,"Pearson's X^2: Rao & Scott adjustment"
"102","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.252631578947368,NA,0.165120597488124,0.340142560406612,"mantika","LY0103",1.96448678806965e-13,"Pearson's X^2: Rao & Scott adjustment"
"1111","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.0238095238095238,NA,0,0.0504701614824623,"mantika","LY0103",1.96448678806965e-13,"Pearson's X^2: Rao & Scott adjustment"
"1211","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Returnee",0,NA,0,0,"mantika","LY0103",1.96448678806965e-13,"Pearson's X^2: Rao & Scott adjustment"
"132","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","IDP",0,NA,0,0,"mantika","LY0103",1.96448678806965e-13,"Pearson's X^2: Rao & Scott adjustment"
"142","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Non-Displaced",0.00793650793650794,NA,0,0.0234536721492712,"mantika","LY0103",1.96448678806965e-13,"Pearson's X^2: Rao & Scott adjustment"
"152","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Returnee",0.0283018867924528,NA,0,0.0599198295700306,"mantika","LY0103",1.96448678806965e-13,"Pearson's X^2: Rao & Scott adjustment"
"162","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","IDP",0.0421052631578947,NA,0.0016589955296881,0.0825515307861014,"mantika","LY0103",1.96448678806965e-13,"Pearson's X^2: Rao & Scott adjustment"
"172","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Non-Displaced",0,NA,0,0,"mantika","LY0103",1.96448678806965e-13,"Pearson's X^2: Rao & Scott adjustment"
"182","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Returnee",0,NA,0,0,"mantika","LY0103",1.96448678806965e-13,"Pearson's X^2: Rao & Scott adjustment"
"191","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","IDP",0.0105263157894737,NA,0,0.0310800949609022,"mantika","LY0103",1.96448678806965e-13,"Pearson's X^2: Rao & Scott adjustment"
"201","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","Non-Displaced",0.00793650793650794,NA,0,0.0234536721492712,"mantika","LY0103",1.96448678806965e-13,"Pearson's X^2: Rao & Scott adjustment"
"2110","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","Returnee",0,NA,0,0,"mantika","LY0103",1.96448678806965e-13,"Pearson's X^2: Rao & Scott adjustment"
"22","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","IDP",0,NA,0,0,"mantika","LY0103",1.96448678806965e-13,"Pearson's X^2: Rao & Scott adjustment"
"23","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Non-Displaced",0.00793650793650794,NA,0,0.0234536721492713,"mantika","LY0103",1.96448678806965e-13,"Pearson's X^2: Rao & Scott adjustment"
"24","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Returnee",0,NA,0,0,"mantika","LY0103",1.96448678806965e-13,"Pearson's X^2: Rao & Scott adjustment"
"133","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.0961538461538462,NA,0.0393727096626375,0.152934982645055,"mantika","LY0319",NA,NA
"226","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.713114754098361,NA,0.632679939440479,0.793549568756242,"mantika","LY0319",NA,NA
"322","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Returnee",0.8,NA,0.448629616930888,1,"mantika","LY0319",NA,NA
"422","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.663461538461539,NA,0.57244952517408,0.754473551748997,"mantika","LY0319",NA,NA
"518","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.172131147540984,NA,0.10500051316941,0.239261781912557,"mantika","LY0319",NA,NA
"618","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0,NA,0,0,"mantika","LY0319",NA,NA
"73","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.0961538461538462,NA,0.0393727096626375,0.152934982645055,"mantika","LY0319",NA,NA
"83","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.0163934426229508,NA,0,0.0389751116507837,"mantika","LY0319",NA,NA
"93","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Returnee",0,NA,0,0,"mantika","LY0319",NA,NA
"103","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.144230769230769,NA,0.076563167136898,0.211898371324641,"mantika","LY0319",NA,NA
"1112","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0.0655737704918033,NA,0.0215539936964375,0.109593547287169,"mantika","LY0319",NA,NA
"1212","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Returnee",0.2,NA,0,0.551370383069112,"mantika","LY0319",NA,NA
"134","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","IDP",0,NA,0,0,"mantika","LY0319",NA,NA
"143","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Non-Displaced",0.0163934426229508,NA,0,0.0389751116507838,"mantika","LY0319",NA,NA
"153","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Returnee",0,NA,0,0,"mantika","LY0319",NA,NA
"163","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","IDP",0,NA,0,0,"mantika","LY0319",NA,NA
"173","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","Non-Displaced",0.00819672131147541,NA,0,0.0242307664584422,"mantika","LY0319",NA,NA
"183","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","Returnee",0,NA,0,0,"mantika","LY0319",NA,NA
"192","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","IDP",0,NA,0,0,"mantika","LY0319",NA,NA
"202","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Non-Displaced",0.00819672131147541,NA,0,0.0242307664584422,"mantika","LY0319",NA,NA
"2111","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Returnee",0,NA,0,0,"mantika","LY0319",NA,NA
"135","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.264705882352941,NA,0.178960357347132,0.35045140735875,"mantika","LY0214",6.06899087468609e-21,"Pearson's X^2: Rao & Scott adjustment"
"227","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.0149253731343284,NA,0,0.0354863608476855,"mantika","LY0214",6.06899087468609e-21,"Pearson's X^2: Rao & Scott adjustment"
"323","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Returnee",0.0306122448979592,NA,0,0.0647694654640123,"mantika","LY0214",6.06899087468609e-21,"Pearson's X^2: Rao & Scott adjustment"
"423","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.323529411764706,NA,0.232605007271351,0.414453816258061,"mantika","LY0214",6.06899087468609e-21,"Pearson's X^2: Rao & Scott adjustment"
"519","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.0298507462686567,NA,0.000994244441736097,0.0587072480955773,"mantika","LY0214",6.06899087468609e-21,"Pearson's X^2: Rao & Scott adjustment"
"619","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0.0204081632653061,NA,0,0.0484438183598408,"mantika","LY0214",6.06899087468609e-21,"Pearson's X^2: Rao & Scott adjustment"
"74","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.254901960784314,NA,0.170200203589315,0.339603717979313,"mantika","LY0214",6.06899087468609e-21,"Pearson's X^2: Rao & Scott adjustment"
"84","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0.00746268656716418,NA,0,0.0220564677633016,"mantika","LY0214",6.06899087468609e-21,"Pearson's X^2: Rao & Scott adjustment"
"94","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Returnee",0.0102040816326531,NA,0,0.0301312670246506,"mantika","LY0214",6.06899087468609e-21,"Pearson's X^2: Rao & Scott adjustment"
"104","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.137254901960784,NA,0.0703736638892984,0.20413614003227,"mantika","LY0214",6.06899087468609e-21,"Pearson's X^2: Rao & Scott adjustment"
"1113","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.940298507462687,NA,0.900121991185987,0.980475023739386,"mantika","LY0214",6.06899087468609e-21,"Pearson's X^2: Rao & Scott adjustment"
"1213","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Returnee",0.938775510204082,NA,0.891238744168026,0.986312276240137,"mantika","LY0214",6.06899087468609e-21,"Pearson's X^2: Rao & Scott adjustment"
"136","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","IDP",0.0196078431372549,NA,0,0.0465550618874809,"mantika","LY0214",6.06899087468609e-21,"Pearson's X^2: Rao & Scott adjustment"
"144","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Non-Displaced",0,NA,0,0,"mantika","LY0214",6.06899087468609e-21,"Pearson's X^2: Rao & Scott adjustment"
"154","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Returnee",0,NA,0,0,"mantika","LY0214",6.06899087468609e-21,"Pearson's X^2: Rao & Scott adjustment"
"164","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","IDP",0,NA,0,0,"mantika","LY0214",6.06899087468609e-21,"Pearson's X^2: Rao & Scott adjustment"
"174","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Non-Displaced",0.00746268656716418,NA,0,0.0220564677633016,"mantika","LY0214",6.06899087468609e-21,"Pearson's X^2: Rao & Scott adjustment"
"184","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Returnee",0,NA,0,0,"mantika","LY0214",6.06899087468609e-21,"Pearson's X^2: Rao & Scott adjustment"
"137","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.260869565217391,NA,0.171003951048764,0.350735179386018,"mantika","LY0212",0.0774985334975867,"Pearson's X^2: Rao & Scott adjustment"
"228","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.186567164179104,NA,0.120506753945283,0.252627574412926,"mantika","LY0212",0.0774985334975867,"Pearson's X^2: Rao & Scott adjustment"
"324","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Returnee",0.19,NA,0.112992234741889,0.267007765258111,"mantika","LY0212",0.0774985334975867,"Pearson's X^2: Rao & Scott adjustment"
"424","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.402173913043478,NA,0.301824305966948,0.502523520120009,"mantika","LY0212",0.0774985334975867,"Pearson's X^2: Rao & Scott adjustment"
"520","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.694029850746269,NA,0.615886610469974,0.772173091022564,"mantika","LY0212",0.0774985334975867,"Pearson's X^2: Rao & Scott adjustment"
"620","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Returnee",0.61,NA,0.514255809507841,0.705744190492159,"mantika","LY0212",0.0774985334975867,"Pearson's X^2: Rao & Scott adjustment"
"75","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.304347826086957,NA,0.210180015701261,0.398515636472652,"mantika","LY0212",0.0774985334975867,"Pearson's X^2: Rao & Scott adjustment"
"85","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.111940298507463,NA,0.058474368779843,0.165406228235082,"mantika","LY0212",0.0774985334975867,"Pearson's X^2: Rao & Scott adjustment"
"95","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0.13,NA,0.0639844093951962,0.196015590604804,"mantika","LY0212",0.0774985334975867,"Pearson's X^2: Rao & Scott adjustment"
"105","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.0108695652173913,NA,0,0.0320899945201286,"mantika","LY0212",0.0774985334975867,"Pearson's X^2: Rao & Scott adjustment"
"1114","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0,NA,0,0,"mantika","LY0212",0.0774985334975867,"Pearson's X^2: Rao & Scott adjustment"
"1214","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Returnee",0.02,NA,0,0.0474816779695448,"mantika","LY0212",0.0774985334975867,"Pearson's X^2: Rao & Scott adjustment"
"138","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","IDP",0,NA,0,0,"mantika","LY0212",0.0774985334975867,"Pearson's X^2: Rao & Scott adjustment"
"145","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Non-Displaced",0,NA,0,0,"mantika","LY0212",0.0774985334975867,"Pearson's X^2: Rao & Scott adjustment"
"155","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Returnee",0.03,NA,0,0.0634858791127047,"mantika","LY0212",0.0774985334975867,"Pearson's X^2: Rao & Scott adjustment"
"165","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","IDP",0.0217391304347826,NA,0,0.0515840025370097,"mantika","LY0212",0.0774985334975867,"Pearson's X^2: Rao & Scott adjustment"
"175","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Non-Displaced",0.00746268656716418,NA,0,0.0220570055251559,"mantika","LY0212",0.0774985334975867,"Pearson's X^2: Rao & Scott adjustment"
"185","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Returnee",0.02,NA,0,0.0474816779695448,"mantika","LY0212",0.0774985334975867,"Pearson's X^2: Rao & Scott adjustment"
"139","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.625,NA,0.386678221530703,0.863321778469297,"mantika","LY0208",NA,NA
"229","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.705882352941176,NA,0.552011867045154,0.859752838837198,"mantika","LY0208",NA,NA
"325","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Returnee",0.568965517241379,NA,0.440923336010405,0.697007698472354,"mantika","LY0208",NA,NA
"425","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.0625,NA,0,0.181660889234648,"mantika","LY0208",NA,NA
"521","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0.0588235294117647,NA,0,0.138281906658183,"mantika","LY0208",NA,NA
"621","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Returnee",0.103448275862069,NA,0.024706829731859,0.182189721992279,"mantika","LY0208",NA,NA
"76","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","IDP",0,NA,0,0,"mantika","LY0208",NA,NA
"86","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Non-Displaced",0,NA,0,0,"mantika","LY0208",NA,NA
"96","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Returnee",0.0172413793103448,NA,0,0.0508974582324667,"mantika","LY0208",NA,NA
"106","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.25,NA,0.0368385211296025,0.463161478870398,"mantika","LY0208",NA,NA
"1115","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.205882352941176,NA,0.0693358423174009,0.342428863564952,"mantika","LY0208",NA,NA
"1215","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Returnee",0.241379310344828,NA,0.130738220342629,0.352020400347026,"mantika","LY0208",NA,NA
"1310","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.0625,NA,0,0.181660889234649,"mantika","LY0208",NA,NA
"146","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0,NA,0,0,"mantika","LY0208",NA,NA
"156","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0.0517241379310345,NA,0,0.108986342174996,"mantika","LY0208",NA,NA
"166","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","IDP",0,NA,0,0,"mantika","LY0208",NA,NA
"176","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Non-Displaced",0,NA,0,0,"mantika","LY0208",NA,NA
"186","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Returnee",0.0172413793103448,NA,0,0.0508974582324667,"mantika","LY0208",NA,NA
"193","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","IDP",0,NA,0,0,"mantika","LY0208",NA,NA
"203","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Non-Displaced",0.0294117647058824,NA,0,0.08646846794142,"mantika","LY0208",NA,NA
"2112","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Returnee",0,NA,0,0,"mantika","LY0208",NA,NA
"140","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.376237623762376,NA,0.281595160495491,0.470880087029262,"mantika","LY0321",3.61844156313829e-22,"Pearson's X^2: Rao & Scott adjustment"
"230","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.973913043478261,NA,0.944730112969505,1,"mantika","LY0321",3.61844156313829e-22,"Pearson's X^2: Rao & Scott adjustment"
"326","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Returnee",0.774647887323944,NA,0.67729253432405,0.872003240323837,"mantika","LY0321",3.61844156313829e-22,"Pearson's X^2: Rao & Scott adjustment"
"426","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.257425742574257,NA,0.172009341721841,0.342842143426674,"mantika","LY0321",3.61844156313829e-22,"Pearson's X^2: Rao & Scott adjustment"
"522","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.0173913043478261,NA,0,0.041325204883855,"mantika","LY0321",3.61844156313829e-22,"Pearson's X^2: Rao & Scott adjustment"
"622","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Returnee",0.0985915492957747,NA,0.0291279141768347,0.168055184414715,"mantika","LY0321",3.61844156313829e-22,"Pearson's X^2: Rao & Scott adjustment"
"77","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.0891089108910891,NA,0.0334494326942442,0.144768389087934,"mantika","LY0321",3.61844156313829e-22,"Pearson's X^2: Rao & Scott adjustment"
"87","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.00869565217391304,NA,0,0.0256941947734685,"mantika","LY0321",3.61844156313829e-22,"Pearson's X^2: Rao & Scott adjustment"
"97","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0.0140845070422535,NA,0,0.0415424197335924,"mantika","LY0321",3.61844156313829e-22,"Pearson's X^2: Rao & Scott adjustment"
"107","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.108910891089109,NA,0.048049544173964,0.169772238004254,"mantika","LY0321",3.61844156313829e-22,"Pearson's X^2: Rao & Scott adjustment"
"1116","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0,NA,0,0,"mantika","LY0321",3.61844156313829e-22,"Pearson's X^2: Rao & Scott adjustment"
"1216","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Returnee",0.0845070422535211,NA,0.0196957317269048,0.149318352780137,"mantika","LY0321",3.61844156313829e-22,"Pearson's X^2: Rao & Scott adjustment"
"1311","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","IDP",0.158415841584158,NA,0.0870823608017929,0.229749322366524,"mantika","LY0321",3.61844156313829e-22,"Pearson's X^2: Rao & Scott adjustment"
