"","indicator","p value","test type","dependent.var.value","independent.var.value","numbers","se","min","max"
"820","VAR.41...safety.concern",0.303466479615346,"Pearson's X^2: Rao & Scott adjustment","Human Trafficking","Female",0,NA,NA,NA
"918","VAR.41...safety.concern",0.303466479615346,"Pearson's X^2: Rao & Scott adjustment","Lack of documentation","Female",0,NA,NA,NA
"1010","VAR.41...safety.concern",0.303466479615346,"Pearson's X^2: Rao & Scott adjustment","Lack of Freedom of Movement","Female",0,NA,NA,NA
"1115","VAR.41...safety.concern",0.303466479615346,"Pearson's X^2: Rao & Scott adjustment","Natural disasters and weather","Female",0,NA,NA,NA
"1212","VAR.41...safety.concern",0.303466479615346,"Pearson's X^2: Rao & Scott adjustment","None","Female",0.770534230175146,NA,NA,NA
"139","VAR.41...safety.concern",0.303466479615346,"Pearson's X^2: Rao & Scott adjustment","SGBV","Female",0,NA,NA,NA
"147","VAR.41...safety.concern",0.303466479615346,"Pearson's X^2: Rao & Scott adjustment","Site Problems","Female",0,NA,NA,NA
"157","VAR.41...safety.concern",0.303466479615346,"Pearson's X^2: Rao & Scott adjustment","0","Male",368.975475406462,NA,NA,NA
"167","VAR.41...safety.concern",0.303466479615346,"Pearson's X^2: Rao & Scott adjustment","1","Male",105.461764906763,NA,NA,NA
"176","VAR.41...safety.concern",0.303466479615346,"Pearson's X^2: Rao & Scott adjustment","Adults getting lost","Male",0.770534230175146,NA,NA,NA
"186","VAR.41...safety.concern",0.303466479615346,"Pearson's X^2: Rao & Scott adjustment","Animal Attack","Male",0.770534230175146,NA,NA,NA
"195","VAR.41...safety.concern",0.303466479615346,"Pearson's X^2: Rao & Scott adjustment","Children getting lost","Male",0,NA,NA,NA
"205","VAR.41...safety.concern",0.303466479615346,"Pearson's X^2: Rao & Scott adjustment","Crime","Male",0,NA,NA,NA
"2113","VAR.41...safety.concern",0.303466479615346,"Pearson's X^2: Rao & Scott adjustment","Harassment","Male",0.770534230175146,NA,NA,NA
"229","VAR.41...safety.concern",0.303466479615346,"Pearson's X^2: Rao & Scott adjustment","Human Trafficking","Male",0.770534230175146,NA,NA,NA
"233","VAR.41...safety.concern",0.303466479615346,"Pearson's X^2: Rao & Scott adjustment","Lack of documentation","Male",0.770534230175146,NA,NA,NA
"243","VAR.41...safety.concern",0.303466479615346,"Pearson's X^2: Rao & Scott adjustment","Lack of Freedom of Movement","Male",0.770534230175146,NA,NA,NA
"253","VAR.41...safety.concern",0.303466479615346,"Pearson's X^2: Rao & Scott adjustment","Natural disasters and weather","Male",0.770534230175146,NA,NA,NA
"263","VAR.41...safety.concern",0.303466479615346,"Pearson's X^2: Rao & Scott adjustment","None","Male",0,NA,NA,NA
"273","VAR.41...safety.concern",0.303466479615346,"Pearson's X^2: Rao & Scott adjustment","SGBV","Male",0.770534230175146,NA,NA,NA
"283","VAR.41...safety.concern",0.303466479615346,"Pearson's X^2: Rao & Scott adjustment","Site Problems","Male",0.770534230175146,NA,NA,NA
"140","VAR.42....",0.108973231710187,"Pearson's X^2: Rao & Scott adjustment","0","Female",64.0921863452302,NA,NA,NA
"230","VAR.42....",0.108973231710187,"Pearson's X^2: Rao & Scott adjustment","0,025862069","Female",0,NA,NA,NA
"326","VAR.42....",0.108973231710187,"Pearson's X^2: Rao & Scott adjustment","0,034482759","Female",0,NA,NA,NA
"424","VAR.42....",0.108973231710187,"Pearson's X^2: Rao & Scott adjustment","0,051724138","Female",0,NA,NA,NA
"521","VAR.42....",0.108973231710187,"Pearson's X^2: Rao & Scott adjustment","0,137931034","Female",0.770534230175146,NA,NA,NA
"621","VAR.42....",0.108973231710187,"Pearson's X^2: Rao & Scott adjustment","0,198275862","Female",0,NA,NA,NA
"721","VAR.42....",0.108973231710187,"Pearson's X^2: Rao & Scott adjustment","0,224137931","Female",0.770534230175146,NA,NA,NA
"821","VAR.42....",0.108973231710187,"Pearson's X^2: Rao & Scott adjustment","0,284482759","Female",0.770534230175146,NA,NA,NA
"919","VAR.42....",0.108973231710187,"Pearson's X^2: Rao & Scott adjustment","0,379310345","Female",0,NA,NA,NA
"1011","VAR.42....",0.108973231710187,"Pearson's X^2: Rao & Scott adjustment","0,5","Female",0,NA,NA,NA
"1116","VAR.42....",0.108973231710187,"Pearson's X^2: Rao & Scott adjustment","1","Female",83.224162579443,NA,NA,NA
"1213","VAR.42....",0.108973231710187,"Pearson's X^2: Rao & Scott adjustment","0","Male",151.589914234291,NA,NA,NA
"1310","VAR.42....",0.108973231710187,"Pearson's X^2: Rao & Scott adjustment","0,025862069","Male",0.770534230175146,NA,NA,NA
"148","VAR.42....",0.108973231710187,"Pearson's X^2: Rao & Scott adjustment","0,034482759","Male",0.770534230175146,NA,NA,NA
"158","VAR.42....",0.108973231710187,"Pearson's X^2: Rao & Scott adjustment","0,051724138","Male",0.770534230175146,NA,NA,NA
"168","VAR.42....",0.108973231710187,"Pearson's X^2: Rao & Scott adjustment","0,137931034","Male",0,NA,NA,NA
"177","VAR.42....",0.108973231710187,"Pearson's X^2: Rao & Scott adjustment","0,198275862","Male",1.54106846035029,NA,NA,NA
"187","VAR.42....",0.108973231710187,"Pearson's X^2: Rao & Scott adjustment","0,224137931","Male",0,NA,NA,NA
"196","VAR.42....",0.108973231710187,"Pearson's X^2: Rao & Scott adjustment","0,284482759","Male",0.770534230175146,NA,NA,NA
"206","VAR.42....",0.108973231710187,"Pearson's X^2: Rao & Scott adjustment","0,379310345","Male",0.770534230175146,NA,NA,NA
"2114","VAR.42....",0.108973231710187,"Pearson's X^2: Rao & Scott adjustment","0,5","Male",0.770534230175146,NA,NA,NA
"2210","VAR.42....",0.108973231710187,"Pearson's X^2: Rao & Scott adjustment","1","Male",323.617860309109,NA,NA,NA
"149","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","0","Female",135.113219743698,NA,NA,NA
"234","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","1","Female",12.203129180975,NA,NA,NA
"327","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","Assistance for vulnerable","Female",0,NA,NA,NA
"425","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","Documentation","Female",0,NA,NA,NA
"522","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","Family unification points","Female",0,NA,NA,NA
"622","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","Fencing","Female",0.770534230175146,NA,NA,NA
"722","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","Legal Assistance","Female",0,NA,NA,NA
"822","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","Locks","Female",0,NA,NA,NA
"920","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","More Police/Military","Female",0.770534230175146,NA,NA,NA
"1012","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","Nothing","Female",0,NA,NA,NA
"1117","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","Permission to move freely","Female",0,NA,NA,NA
"1214","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","Site Improvement","Female",0,NA,NA,NA
"1311","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","Transparent governance","Female",0.770534230175146,NA,NA,NA
"1410","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","Warning Systems","Female",0,NA,NA,NA
"159","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","0","Male",427.285693447587,NA,NA,NA
"169","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","1","Male",47.1515468656376,NA,NA,NA
"178","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","Assistance for vulnerable","Male",0.770534230175146,NA,NA,NA
"188","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","Documentation","Male",0.770534230175146,NA,NA,NA
"197","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","Family unification points","Male",0.770534230175146,NA,NA,NA
"207","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","Fencing","Male",0,NA,NA,NA
"2115","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","Legal Assistance","Male",0.770534230175146,NA,NA,NA
"2211","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","Locks","Male",0.770534230175146,NA,NA,NA
"235","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","More Police/Military","Male",0,NA,NA,NA
"244","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","Nothing","Male",0.770534230175146,NA,NA,NA
"254","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","Permission to move freely","Male",0.770534230175146,NA,NA,NA
"264","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","Site Improvement","Male",0.770534230175146,NA,NA,NA
"274","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","Transparent governance","Male",0,NA,NA,NA
"284","VAR.43...desired.intervention",0.582598037946783,"Pearson's X^2: Rao & Scott adjustment","Warning Systems","Male",0.770534230175146,NA,NA,NA
"150","VAR.44....",0.609445754647496,"Pearson's X^2: Rao & Scott adjustment","0","Female",141.114302970884,NA,NA,NA
"236","VAR.44....",0.609445754647496,"Pearson's X^2: Rao & Scott adjustment","0,034482759","Female",0,NA,NA,NA
"328","VAR.44....",0.609445754647496,"Pearson's X^2: Rao & Scott adjustment","0,060344828","Female",0,NA,NA,NA
"426","VAR.44....",0.609445754647496,"Pearson's X^2: Rao & Scott adjustment","0,068965517","Female",0,NA,NA,NA
"523","VAR.44....",0.609445754647496,"Pearson's X^2: Rao & Scott adjustment","0,103448276","Female",0.770534230175146,NA,NA,NA
"623","VAR.44....",0.609445754647496,"Pearson's X^2: Rao & Scott adjustment","0,112068966","Female",0,NA,NA,NA
"723","VAR.44....",0.609445754647496,"Pearson's X^2: Rao & Scott adjustment","0,146551724","Female",0.770534230175146,NA,NA,NA
"823","VAR.44....",0.609445754647496,"Pearson's X^2: Rao & Scott adjustment","0,215517241","Female",0,NA,NA,NA
"921","VAR.44....",0.609445754647496,"Pearson's X^2: Rao & Scott adjustment","0,25862069","Female",0.770534230175146,NA,NA,NA
"1013","VAR.44....",0.609445754647496,"Pearson's X^2: Rao & Scott adjustment","0,370689655","Female",0,NA,NA,NA
"1118","VAR.44....",0.609445754647496,"Pearson's X^2: Rao & Scott adjustment","0,534482759","Female",0,NA,NA,NA
"1215","VAR.44....",0.609445754647496,"Pearson's X^2: Rao & Scott adjustment","1","Female",6.20204595378966,NA,NA,NA
"1312","VAR.44....",0.609445754647496,"Pearson's X^2: Rao & Scott adjustment","0","Male",461.555667230467,NA,NA,NA
"1411","VAR.44....",0.609445754647496,"Pearson's X^2: Rao & Scott adjustment","0,034482759","Male",0.770534230175146,NA,NA,NA
"1510","VAR.44....",0.609445754647496,"Pearson's X^2: Rao & Scott adjustment","0,060344828","Male",0.770534230175146,NA,NA,NA
"1610","VAR.44....",0.609445754647496,"Pearson's X^2: Rao & Scott adjustment","0,068965517","Male",0.770534230175146,NA,NA,NA
"179","VAR.44....",0.609445754647496,"Pearson's X^2: Rao & Scott adjustment","0,103448276","Male",1.54106846035029,NA,NA,NA
"189","VAR.44....",0.609445754647496,"Pearson's X^2: Rao & Scott adjustment","0,112068966","Male",0.770534230175146,NA,NA,NA
"198","VAR.44....",0.609445754647496,"Pearson's X^2: Rao & Scott adjustment","0,146551724","Male",0,NA,NA,NA
"208","VAR.44....",0.609445754647496,"Pearson's X^2: Rao & Scott adjustment","0,215517241","Male",0.770534230175146,NA,NA,NA
"2116","VAR.44....",0.609445754647496,"Pearson's X^2: Rao & Scott adjustment","0,25862069","Male",0,NA,NA,NA
"2212","VAR.44....",0.609445754647496,"Pearson's X^2: Rao & Scott adjustment","0,370689655","Male",0.770534230175146,NA,NA,NA
"237","VAR.44....",0.609445754647496,"Pearson's X^2: Rao & Scott adjustment","0,534482759","Male",0.770534230175146,NA,NA,NA
"245","VAR.44....",0.609445754647496,"Pearson's X^2: Rao & Scott adjustment","1","Male",12.8815730827582,NA,NA,NA
"Female7","VAR.45...how.do.you.usually.treat.your.drinking.water..leave.bottled.water.in.the.sun.solar.disinfection",0.690333651795333,"two sample ttest on difference in means (two sided)",NA,"Female",0.0192009008277994,0.0135183386539799,-0.00729455606481689,0.0456963577204157
"Male7","VAR.45...how.do.you.usually.treat.your.drinking.water..leave.bottled.water.in.the.sun.solar.disinfection",0.690333651795333,"two sample ttest on difference in means (two sided)",NA,"Male",0.0132353221819993,0.00613212453469113,0.00121657894529025,0.0252540654187084
"160","VAR.50...did.you.spot.at.least.one.of.the.treatment.materials.in.the.household...enumerator.observation.",0.0946213947944989,"Pearson's X^2: Rao & Scott adjustment","Enumerator couldn't observe (interview conducted outside)","Female",5.72830970365544,NA,NA,NA
"238","VAR.50...did.you.spot.at.least.one.of.the.treatment.materials.in.the.household...enumerator.observation.",0.0946213947944989,"Pearson's X^2: Rao & Scott adjustment","No","Female",33.6840104838816,NA,NA,NA
"329","VAR.50...did.you.spot.at.least.one.of.the.treatment.materials.in.the.household...enumerator.observation.",0.0946213947944989,"Pearson's X^2: Rao & Scott adjustment","Yes","Female",106.722194238043,NA,NA,NA
"427","VAR.50...did.you.spot.at.least.one.of.the.treatment.materials.in.the.household...enumerator.observation.",0.0946213947944989,"Pearson's X^2: Rao & Scott adjustment","Enumerator couldn't observe (interview conducted outside)","Male",31.9325137732776,NA,NA,NA
"524","VAR.50...did.you.spot.at.least.one.of.the.treatment.materials.in.the.household...enumerator.observation.",0.0946213947944989,"Pearson's X^2: Rao & Scott adjustment","No","Male",69.2313467345867,NA,NA,NA
"624","VAR.50...did.you.spot.at.least.one.of.the.treatment.materials.in.the.household...enumerator.observation.",0.0946213947944989,"Pearson's X^2: Rao & Scott adjustment","Yes","Male",371.701625066556,NA,NA,NA
"170","VAR.51...where.do.you.and.your.family.usually.go.to.defecate.",0.192072987294911,"Pearson's X^2: Rao & Scott adjustment","Communal latrine","Female",626.138133677006,NA,NA,NA
"239","VAR.51...where.do.you.and.your.family.usually.go.to.defecate.",0.192072987294911,"Pearson's X^2: Rao & Scott adjustment","Household latrine","Female",13.7407745086025,NA,NA,NA
"330","VAR.51...where.do.you.and.your.family.usually.go.to.defecate.",0.192072987294911,"Pearson's X^2: Rao & Scott adjustment","Open defecation","Female",0,NA,NA,NA
"428","VAR.51...where.do.you.and.your.family.usually.go.to.defecate.",0.192072987294911,"Pearson's X^2: Rao & Scott adjustment","Other","Female",0.93298806526956,NA,NA,NA
"525","VAR.51...where.do.you.and.your.family.usually.go.to.defecate.",0.192072987294911,"Pearson's X^2: Rao & Scott adjustment","Plastic bag","Female",0.93298806526956,NA,NA,NA
"625","VAR.51...where.do.you.and.your.family.usually.go.to.defecate.",0.192072987294911,"Pearson's X^2: Rao & Scott adjustment","Shared household/family latrine","Female",205.850615350725,NA,NA,NA
"724","VAR.51...where.do.you.and.your.family.usually.go.to.defecate.",0.192072987294911,"Pearson's X^2: Rao & Scott adjustment","Communal latrine","Male",1613.8603922671,NA,NA,NA
"824","VAR.51...where.do.you.and.your.family.usually.go.to.defecate.",0.192072987294911,"Pearson's X^2: Rao & Scott adjustment","Household latrine","Male",31.6371711882133,NA,NA,NA
"922","VAR.51...where.do.you.and.your.family.usually.go.to.defecate.",0.192072987294911,"Pearson's X^2: Rao & Scott adjustment","Open defecation","Male",11.2552146269077,NA,NA,NA
"1014","VAR.51...where.do.you.and.your.family.usually.go.to.defecate.",0.192072987294911,"Pearson's X^2: Rao & Scott adjustment","Other","Male",0,NA,NA,NA
"1119","VAR.51...where.do.you.and.your.family.usually.go.to.defecate.",0.192072987294911,"Pearson's X^2: Rao & Scott adjustment","Plastic bag","Male",1.12865047769666,NA,NA,NA
"1216","VAR.51...where.do.you.and.your.family.usually.go.to.defecate.",0.192072987294911,"Pearson's X^2: Rao & Scott adjustment","Shared household/family latrine","Male",570.523071773206,NA,NA,NA
"Female8","VAR.54...what.is.are.the.problem.s..related.to.the.latrine.if.any..there.is.not.enough.facilities.too.crowded",0.358132622502035,"two sample ttest on difference in means (two sided)",NA,"Female",0.304445155329821,0.0160110741401718,0.273064026661284,0.335826283998358
"Male8","VAR.54...what.is.are.the.problem.s..related.to.the.latrine.if.any..there.is.not.enough.facilities.too.crowded",0.358132622502035,"two sample ttest on difference in means (two sided)",NA,"Male",0.28672821615017,0.00992119661461563,0.267283028101983,0.306173404198358
"Female9","VAR.55...what.is.are.the.problem.s..related.to.the.latrine.if.any..absence.insufficiency.of.water",0.773283174746444,"two sample ttest on difference in means (two sided)",NA,"Female",0.149089989555134,0.0125920650256545,0.124409995613865,0.173769983496403
"Male9","VAR.55...what.is.are.the.problem.s..related.to.the.latrine.if.any..absence.insufficiency.of.water",0.773283174746444,"two sample ttest on difference in means (two sided)",NA,"Male",0.144807942831437,0.00770921854865793,0.129698152127119,0.159917733535755
"Female10","VAR.56...what.is.are.the.problem.s..related.to.the.latrine.if.any..latrines.are.unclean.unhygienic",0.103083097072405,"two sample ttest on difference in means (two sided)",NA,"Female",0.236725207229986,0.0152847412415387,0.206767664883556,0.266682749576416
"Male10","VAR.56...what.is.are.the.problem.s..related.to.the.latrine.if.any..latrines.are.unclean.unhygienic",0.103083097072405,"two sample ttest on difference in means (two sided)",NA,"Male",0.207670949478158,0.00902848578032377,0.189975442513791,0.225366456442524
"Female11","VAR.57...what.is.are.the.problem.s..related.to.the.latrine.if.any..lack.of.privacy.no.separation.between.men.and.women",0.0153624679696976,"two sample ttest on difference in means (two sided)",NA,"Female",0.248659197951823,0.0151390492799707,0.218987206602903,0.278331189300742
"Male11","VAR.57...what.is.are.the.problem.s..related.to.the.latrine.if.any..lack.of.privacy.no.separation.between.men.and.women",0.0153624679696976,"two sample ttest on difference in means (two sided)",NA,"Male",0.205661964621029,0.00899735902673011,0.188027464972662,0.223296464269396
"Female12","VAR.58...what.is.are.the.problem.s..related.to.the.latrine.if.any..it.is.not.safe..no.door..no.lock..etc..",0.412600647899464,"two sample ttest on difference in means (two sided)",NA,"Female",0.0869200311234175,0.00974327565057168,0.067823561756851,0.106016500489984
"Male12","VAR.58...what.is.are.the.problem.s..related.to.the.latrine.if.any..it.is.not.safe..no.door..no.lock..etc..",0.412600647899464,"two sample ttest on difference in means (two sided)",NA,"Male",0.0774188403486311,0.00603900997602698,0.0655825982933401,0.0892550824039221
"Female13","VAR.59...what.is.are.the.problem.s..related.to.the.latrine.if.any..toilet.is.full",0.15409830319736,"two sample ttest on difference in means (two sided)",NA,"Female",0.198637335186197,0.0142877460767857,0.170633867455443,0.22664080291695
"Male13","VAR.59...what.is.are.the.problem.s..related.to.the.latrine.if.any..toilet.is.full",0.15409830319736,"two sample ttest on difference in means (two sided)",NA,"Male",0.223224857731574,0.00936601553387281,0.204867804606541,0.241581910856608
"Female14","VAR.60...what.is.are.the.problem.s..related.to.the.latrine.if.any..no.problems.with.latrines",0.334324289046324,"two sample ttest on difference in means (two sided)",NA,"Female",0.371464961353674,0.0168656307352974,0.338408932535939,0.404520990171409
"Male14","VAR.60...what.is.are.the.problem.s..related.to.the.latrine.if.any..no.problems.with.latrines",0.334324289046324,"two sample ttest on difference in means (two sided)",NA,"Male",0.391062953272875,0.0108399655778855,0.369817011146565,0.412308895399184
"Female15","VAR.61...what.is.are.the.problem.s..related.to.the.latrine.if.any..too.far.away",0.169771808170381,"two sample ttest on difference in means (two sided)",NA,"Female",0.153294714709901,0.0131293443631451,0.127561672617513,0.17902775680229
"Male15","VAR.61...what.is.are.the.problem.s..related.to.the.latrine.if.any..too.far.away",0.169771808170381,"two sample ttest on difference in means (two sided)",NA,"Male",0.132329560435624,0.00772882525945754,0.117181341284284,0.147477779586964
"Female16","VAR.62...what.is.are.the.problem.s..related.to.the.latrine.if.any..too.difficult.to.access..steep.slope..broken.steps.",0.533795422465789,"two sample ttest on difference in means (two sided)",NA,"Female",0.0192737588814201,0.00502047412583593,0.0094338104094665,0.0291137073533738
"Male16","VAR.62...what.is.are.the.problem.s..related.to.the.latrine.if.any..too.difficult.to.access..steep.slope..broken.steps.",0.533795422465789,"two sample ttest on difference in means (two sided)",NA,"Male",0.0230268155496083,0.00325547066582139,0.0166462102918718,0.0294074208073449
"Female17","VAR.63...what.is.are.the.problem.s..related.to.the.latrine.if.any..other",0.209994248701493,"two sample ttest on difference in means (two sided)",NA,"Female",0.00246359766821902,0.00181433938283885,-0.00109244217787775,0.00601963751431579
"Male17","VAR.63...what.is.are.the.problem.s..related.to.the.latrine.if.any..other",0.209994248701493,"two sample ttest on difference in means (two sided)",NA,"Male",0.000177851586866584,0.000177851421638463,-0.000170730794144052,0.00052643396787722
"Female18","VAR.64...what.is.are.the.problem.s..related.to.the.latrine.if.any..i.don.t.know",0.25370696590846,"two sample ttest on difference in means (two sided)",NA,"Female",0.00212602375347465,0.00151858911689821,-0.000850356222960326,0.00510240372990962
"Male18","VAR.64...what.is.are.the.problem.s..related.to.the.latrine.if.any..i.don.t.know",0.25370696590846,"two sample ttest on difference in means (two sided)",NA,"Male",0.000346130899609225,0.00034611117647136,-0.000332234540921427,0.00102449634013988
"180","VAR.67...do.you.have.soap.in.your.household.",0.000540330872568403,"Pearson's X^2: Rao & Scott adjustment","I don't know","Female",3.46449677767062,NA,NA,NA
"240","VAR.67...do.you.have.soap.in.your.household.",0.000540330872568403,"Pearson's X^2: Rao & Scott adjustment","No","Female",417.415718090322,NA,NA,NA
"332","VAR.67...do.you.have.soap.in.your.household.",0.000540330872568403,"Pearson's X^2: Rao & Scott adjustment","Yes (enumerator didn't see soap/ could not observe because interview was outside)","Female",48.8475127235884,NA,NA,NA
"429","VAR.67...do.you.have.soap.in.your.household.",0.000540330872568403,"Pearson's X^2: Rao & Scott adjustment","Yes (enumerator saw soap)","Female",377.867772075292,NA,NA,NA
"526","VAR.67...do.you.have.soap.in.your.household.",0.000540330872568403,"Pearson's X^2: Rao & Scott adjustment","I don't know","Male",5.43564271717832,NA,NA,NA
"626","VAR.67...do.you.have.soap.in.your.household.",0.000540330872568403,"Pearson's X^2: Rao & Scott adjustment","No","Male",908.340662628011,NA,NA,NA
"725","VAR.67...do.you.have.soap.in.your.household.",0.000540330872568403,"Pearson's X^2: Rao & Scott adjustment","Yes (enumerator didn't see soap/ could not observe because interview was outside)","Male",138.03182804126,NA,NA,NA
"825","VAR.67...do.you.have.soap.in.your.household.",0.000540330872568403,"Pearson's X^2: Rao & Scott adjustment","Yes (enumerator saw soap)","Male",1176.59636694668,NA,NA,NA
"190","VAR.68...please.show.me.the.facility.where.you.and.your.family.members.bathe.",0.655379109932677,"Pearson's X^2: Rao & Scott adjustment","Do not have a designated bathing facility","Female",419.481629052589,NA,NA,NA
"246","VAR.68...please.show.me.the.facility.where.you.and.your.family.members.bathe.",0.655379109932677,"Pearson's X^2: Rao & Scott adjustment","Enumerator couldn't observe (interview conducted outside)","Female",2.34623919143108,NA,NA,NA
"333","VAR.68...please.show.me.the.facility.where.you.and.your.family.members.bathe.",0.655379109932677,"Pearson's X^2: Rao & Scott adjustment","Have designated shower/bathing facility","Female",425.767631422853,NA,NA,NA
"430","VAR.68...please.show.me.the.facility.where.you.and.your.family.members.bathe.",0.655379109932677,"Pearson's X^2: Rao & Scott adjustment","Do not have a designated bathing facility","Male",1065.33658614981,NA,NA,NA
"527","VAR.68...please.show.me.the.facility.where.you.and.your.family.members.bathe.",0.655379109932677,"Pearson's X^2: Rao & Scott adjustment","Enumerator couldn't observe (interview conducted outside)","Male",4.66073245168759,NA,NA,NA
"627","VAR.68...please.show.me.the.facility.where.you.and.your.family.members.bathe.",0.655379109932677,"Pearson's X^2: Rao & Scott adjustment","Have designated shower/bathing facility","Male",1158.40718173163,NA,NA,NA
"199","VAR.70...what.building.material.was.used.to.construct.the.frame.walls.of.the.shelter.the.family.currently.lives.in.",0.280902842184303,"Pearson's X^2: Rao & Scott adjustment","Bamboo frame with bamboo lattice walls covered in plastic sheeting","Female",587.199066796036,NA,NA,NA
"247","VAR.70...what.building.material.was.used.to.construct.the.frame.walls.of.the.shelter.the.family.currently.lives.in.",0.280902842184303,"Pearson's X^2: Rao & Scott adjustment","Bamboo frame with bamboo matting walls","Female",160.907013953288,NA,NA,NA
"334","VAR.70...what.building.material.was.used.to.construct.the.frame.walls.of.the.shelter.the.family.currently.lives.in.",0.280902842184303,"Pearson's X^2: Rao & Scott adjustment","Bamboo frame with combination of bamboo lattice walls and mud walls","Female",28.3855276182244,NA,NA,NA
"431","VAR.70...what.building.material.was.used.to.construct.the.frame.walls.of.the.shelter.the.family.currently.lives.in.",0.280902842184303,"Pearson's X^2: Rao & Scott adjustment","Bamboo frame with external mud walls","Female",62.8042907147146,NA,NA,NA
"528","VAR.70...what.building.material.was.used.to.construct.the.frame.walls.of.the.shelter.the.family.currently.lives.in.",0.280902842184303,"Pearson's X^2: Rao & Scott adjustment","Bricks and cement","Female",1.53455628456268,NA,NA,NA
"628","VAR.70...what.building.material.was.used.to.construct.the.frame.walls.of.the.shelter.the.family.currently.lives.in.",0.280902842184303,"Pearson's X^2: Rao & Scott adjustment","I don't know","Female",0,NA,NA,NA
"726","VAR.70...what.building.material.was.used.to.construct.the.frame.walls.of.the.shelter.the.family.currently.lives.in.",0.280902842184303,"Pearson's X^2: Rao & Scott adjustment","I don’t want to answer","Female",0,NA,NA,NA
"826","VAR.70...what.building.material.was.used.to.construct.the.frame.walls.of.the.shelter.the.family.currently.lives.in.",0.280902842184303,"Pearson's X^2: Rao & Scott adjustment","Other","Female",6.76504430004675,NA,NA,NA
"923","VAR.70...what.building.material.was.used.to.construct.the.frame.walls.of.the.shelter.the.family.currently.lives.in.",0.280902842184303,"Pearson's X^2: Rao & Scott adjustment","Bamboo frame with bamboo lattice walls covered in plastic sheeting","Male",1531.36191395723,NA,NA,NA
"1015","VAR.70...what.building.material.was.used.to.construct.the.frame.walls.of.the.shelter.the.family.currently.lives.in.",0.280902842184303,"Pearson's X^2: Rao & Scott adjustment","Bamboo frame with bamboo matting walls","Male",383.83384532498,NA,NA,NA
"1120","VAR.70...what.building.material.was.used.to.construct.the.frame.walls.of.the.shelter.the.family.currently.lives.in.",0.280902842184303,"Pearson's X^2: Rao & Scott adjustment","Bamboo frame with combination of bamboo lattice walls and mud walls","Male",86.7781971712618,NA,NA,NA
"1217","VAR.70...what.building.material.was.used.to.construct.the.frame.walls.of.the.shelter.the.family.currently.lives.in.",0.280902842184303,"Pearson's X^2: Rao & Scott adjustment","Bamboo frame with external mud walls","Male",205.609067726761,NA,NA,NA
"1313","VAR.70...what.building.material.was.used.to.construct.the.frame.walls.of.the.shelter.the.family.currently.lives.in.",0.280902842184303,"Pearson's X^2: Rao & Scott adjustment","Bricks and cement","Male",0,NA,NA,NA
"1412","VAR.70...what.building.material.was.used.to.construct.the.frame.walls.of.the.shelter.the.family.currently.lives.in.",0.280902842184303,"Pearson's X^2: Rao & Scott adjustment","I don't know","Male",1.2842628669364,NA,NA,NA
"1511","VAR.70...what.building.material.was.used.to.construct.the.frame.walls.of.the.shelter.the.family.currently.lives.in.",0.280902842184303,"Pearson's X^2: Rao & Scott adjustment","I don’t want to answer","Male",1.2842628669364,NA,NA,NA
