"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","p.value","test.name"
"213","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Somewhat easy (experienced one or two difficulties, but overall easy)","Diyala",0.0101010101010101,NA,0,0.0298039604124422,"idp_ref","idp",NA,NA
"222","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Somewhat easy (experienced one or two difficulties, but overall easy)","Erbil",0.0303030303030303,NA,0.00105173516153987,0.0595543254445207,"idp_ref","idp",NA,NA
"232","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Somewhat easy (experienced one or two difficulties, but overall easy)","Kerbala",0,NA,0,0,"idp_ref","idp",NA,NA
"242","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Somewhat easy (experienced one or two difficulties, but overall easy)","Kirkuk",0.00833333333333333,NA,0,0.0198375652968405,"idp_ref","idp",NA,NA
"252","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Somewhat easy (experienced one or two difficulties, but overall easy)","Missan",0.0149253731343284,NA,0,0.0439676579278842,"idp_ref","idp",NA,NA
"262","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Somewhat easy (experienced one or two difficulties, but overall easy)","Muthanna",0,NA,0,0,"idp_ref","idp",NA,NA
"272","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Somewhat easy (experienced one or two difficulties, but overall easy)","Najaf",0.2,NA,0,0.550708268608058,"idp_ref","idp",NA,NA
"282","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Somewhat easy (experienced one or two difficulties, but overall easy)","Ninewa",0.0034965034965035,NA,0,0.0103394697218186,"idp_ref","idp",NA,NA
"292","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Somewhat easy (experienced one or two difficulties, but overall easy)","Qadissiya",0,NA,0,0,"idp_ref","idp",NA,NA
"302","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Somewhat easy (experienced one or two difficulties, but overall easy)","Salah al-Din",0.0181818181818182,NA,0,0.0431570118141885,"idp_ref","idp",NA,NA
"313","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Somewhat easy (experienced one or two difficulties, but overall easy)","Sulaymaniyah",0.00735294117647059,NA,0,0.0175087505388839,"idp_ref","idp",NA,NA
"322","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Somewhat easy (experienced one or two difficulties, but overall easy)","Thi-Qar",0,NA,0,0,"idp_ref","idp",NA,NA
"332","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Anbar",0,NA,0,0,"idp_ref","idp",NA,NA
"342","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Baghdad",0,NA,0,0,"idp_ref","idp",NA,NA
"352","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Basrah",0,NA,0,0,"idp_ref","idp",NA,NA
"362","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Dahuk",0,NA,0,0,"idp_ref","idp",NA,NA
"372","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Diyala",0,NA,0,0,"idp_ref","idp",NA,NA
"382","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Erbil",0.0227272727272727,NA,0,0.0481583994436474,"idp_ref","idp",NA,NA
"392","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Kerbala",0,NA,0,0,"idp_ref","idp",NA,NA
"402","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Kirkuk",0,NA,0,0,"idp_ref","idp",NA,NA
"413","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Missan",0,NA,0,0,"idp_ref","idp",NA,NA
"422","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Muthanna",0,NA,0,0,"idp_ref","idp",NA,NA
"432","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Najaf",0,NA,0,0,"idp_ref","idp",NA,NA
"442","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Ninewa",0,NA,0,0,"idp_ref","idp",NA,NA
"451","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Qadissiya",0,NA,0,0,"idp_ref","idp",NA,NA
"461","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Salah al-Din",0,NA,0,0,"idp_ref","idp",NA,NA
"471","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Sulaymaniyah",0.0183823529411765,NA,0.00241406729021467,0.0343506385921383,"idp_ref","idp",NA,NA
"481","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Thi-Qar",0,NA,0,0,"idp_ref","idp",NA,NA
"1102","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Easy (no difficulties)","Baghdad",0.5,NA,0,1,"idp_ref","refugee",NA,NA
"214","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Easy (no difficulties)","Basrah",0.96,NA,0.883143126036757,1,"idp_ref","refugee",NA,NA
"314","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Easy (no difficulties)","Dahuk",0.954198473282443,NA,0.928870770640181,0.979526175924704,"idp_ref","refugee",NA,NA
"414","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Easy (no difficulties)","Erbil",0.88013698630137,NA,0.84286234996388,0.91741162263886,"idp_ref","refugee",NA,NA
"512","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Easy (no difficulties)","Kirkuk",1,NA,1,1,"idp_ref","refugee",NA,NA
"612","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Easy (no difficulties)","Missan",1,NA,1,1,"idp_ref","refugee",NA,NA
"712","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Easy (no difficulties)","Najaf",1,NA,1,1,"idp_ref","refugee",NA,NA
"812","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Easy (no difficulties)","Ninewa",1,NA,1,1,"idp_ref","refugee",NA,NA
"912","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Easy (no difficulties)","Qadissiya",1,NA,1,1,"idp_ref","refugee",NA,NA
"1012","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Easy (no difficulties)","Sulaymaniyah",0.89419795221843,NA,0.858959471941012,0.929436432495848,"idp_ref","refugee",NA,NA
"1112","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Easy (no difficulties)","Thi-Qar",1,NA,1,1,"idp_ref","refugee",NA,NA
"1212","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Very difficult (experienced several difficulties)","Baghdad",0,NA,0,0,"idp_ref","refugee",NA,NA
"1312","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Very difficult (experienced several difficulties)","Basrah",0,NA,0,0,"idp_ref","refugee",NA,NA
"1412","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Very difficult (experienced several difficulties)","Dahuk",0,NA,0,0,"idp_ref","refugee",NA,NA
"1512","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Very difficult (experienced several difficulties)","Erbil",0.0136986301369863,NA,0.000359144899682869,0.0270381153742897,"idp_ref","refugee",NA,NA
"1612","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Very difficult (experienced several difficulties)","Kirkuk",0,NA,0,0,"idp_ref","refugee",NA,NA
"1712","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Very difficult (experienced several difficulties)","Missan",0,NA,0,0,"idp_ref","refugee",NA,NA
"1812","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Very difficult (experienced several difficulties)","Najaf",0,NA,0,0,"idp_ref","refugee",NA,NA
"1912","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Very difficult (experienced several difficulties)","Ninewa",0,NA,0,0,"idp_ref","refugee",NA,NA
"207","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Very difficult (experienced several difficulties)","Qadissiya",0,NA,0,0,"idp_ref","refugee",NA,NA
"215","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Very difficult (experienced several difficulties)","Sulaymaniyah",0.00341296928327645,NA,0,0.0100945174502414,"idp_ref","refugee",NA,NA
"223","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Very difficult (experienced several difficulties)","Thi-Qar",0,NA,0,0,"idp_ref","refugee",NA,NA
"233","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Somewhat easy (experienced one or two difficulties, but overall easy)","Baghdad",0.5,NA,0,1,"idp_ref","refugee",NA,NA
"243","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Somewhat easy (experienced one or two difficulties, but overall easy)","Basrah",0.04,NA,0,0.116856873963243,"idp_ref","refugee",NA,NA
"253","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Somewhat easy (experienced one or two difficulties, but overall easy)","Dahuk",0.00763358778625954,NA,0,0.0181783512732565,"idp_ref","refugee",NA,NA
"263","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Somewhat easy (experienced one or two difficulties, but overall easy)","Erbil",0.0410958904109589,NA,0.0183143823326433,0.0638773984892745,"idp_ref","refugee",NA,NA
"273","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Somewhat easy (experienced one or two difficulties, but overall easy)","Kirkuk",0,NA,0,0,"idp_ref","refugee",NA,NA
"283","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Somewhat easy (experienced one or two difficulties, but overall easy)","Missan",0,NA,0,0,"idp_ref","refugee",NA,NA
"293","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Somewhat easy (experienced one or two difficulties, but overall easy)","Najaf",0,NA,0,0,"idp_ref","refugee",NA,NA
"303","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Somewhat easy (experienced one or two difficulties, but overall easy)","Ninewa",0,NA,0,0,"idp_ref","refugee",NA,NA
"315","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Somewhat easy (experienced one or two difficulties, but overall easy)","Qadissiya",0,NA,0,0,"idp_ref","refugee",NA,NA
"323","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Somewhat easy (experienced one or two difficulties, but overall easy)","Sulaymaniyah",0.0409556313993174,NA,0.0182502155285828,0.063661047270052,"idp_ref","refugee",NA,NA
"333","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Somewhat easy (experienced one or two difficulties, but overall easy)","Thi-Qar",0,NA,0,0,"idp_ref","refugee",NA,NA
"343","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Baghdad",0,NA,0,0,"idp_ref","refugee",NA,NA
"353","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Basrah",0,NA,0,0,"idp_ref","refugee",NA,NA
"363","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Dahuk",0.0381679389312977,NA,0.0149547160237983,0.0613811618387971,"idp_ref","refugee",NA,NA
"373","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Erbil",0.0650684931506849,NA,0.0367629850460749,0.0933740012552949,"idp_ref","refugee",NA,NA
"383","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Kirkuk",0,NA,0,0,"idp_ref","refugee",NA,NA
"393","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Missan",0,NA,0,0,"idp_ref","refugee",NA,NA
"403","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Najaf",0,NA,0,0,"idp_ref","refugee",NA,NA
"415","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Ninewa",0,NA,0,0,"idp_ref","refugee",NA,NA
"423","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Qadissiya",0,NA,0,0,"idp_ref","refugee",NA,NA
"433","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Sulaymaniyah",0.0614334470989761,NA,0.0339235936188144,0.0889433005791378,"idp_ref","refugee",NA,NA
"443","How easy did you find it for you to collect your cash assistance?","In which governorate do you currently live?","Difficult (experienced a few difficulties)","Thi-Qar",0,NA,0,0,"idp_ref","refugee",NA,NA
"1103","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"216","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Anbar",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"316","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Baghdad",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"416","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Basrah",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"513","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Dahuk",1,NA,1,1,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"613","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Diyala",1,NA,1,1,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"713","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Erbil",0.142857142857143,NA,0,0.402155100541936,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"813","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Kerbala",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"913","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Kirkuk",0.5,NA,0,1,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"1013","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Missan",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"1113","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Muthanna",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"1213","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Najaf",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"1313","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Ninewa",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"1413","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Qadissiya",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"1513","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Salah al-Din",0.5,NA,0,1,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"1613","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Sulaymaniyah",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"1713","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Thi-Qar",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"1813","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"1913","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Anbar",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"208","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Baghdad",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"217","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Basrah",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"224","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Dahuk",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"234","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Diyala",1,NA,1,1,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"244","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Erbil",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"254","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Kerbala",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"264","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Kirkuk",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"274","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Missan",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"284","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Muthanna",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"294","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Najaf",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"304","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Ninewa",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"317","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Qadissiya",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"324","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Salah al-Din",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"334","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Sulaymaniyah",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"344","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Thi-Qar",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"354","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"364","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Anbar",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"374","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Baghdad",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"384","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Basrah",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"394","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Dahuk",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"404","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Diyala",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"417","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Erbil",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"424","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Kerbala",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"434","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Kirkuk",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"444","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Missan",1,NA,1,1,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"452","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Muthanna",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"462","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Najaf",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"472","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Ninewa",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"482","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Qadissiya",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"491","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Salah al-Din",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"501","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Sulaymaniyah",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"514","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Thi-Qar",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"521","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"531","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Anbar",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"541","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Baghdad",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"551","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Basrah",0.666666666666667,NA,0.13308162438818,1,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"561","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Dahuk",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"571","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Diyala",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"581","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Erbil",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"591","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Kerbala",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"601","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Kirkuk",0.5,NA,0,1,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"614","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Missan",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"621","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Muthanna",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"631","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Najaf",1,NA,1,1,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"641","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Ninewa",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"65","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Qadissiya",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"66","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Salah al-Din",0.5,NA,0,1,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"67","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Sulaymaniyah",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"68","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Thi-Qar",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"69","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"70","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Anbar",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"71","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Baghdad",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"72","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Basrah",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"73","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Dahuk",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"74","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Diyala",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"75","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Erbil",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"76","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Kerbala",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"77","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Kirkuk",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"78","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Missan",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"79","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Muthanna",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"80","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Najaf",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
