"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"17","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","Non-Displaced",0.00746268656716418,NA,0,0.0220638359680606,"mantika","LY0213"
"18","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","Returnee",0.0526315789473684,NA,0,0.15323766946102,"mantika","LY0213"
"129","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.329896907216495,NA,0.236159438297462,0.423634376135528,"mantika","LY0105"
"224","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.909836065573771,NA,0.858919717999215,0.960752413148326,"mantika","LY0105"
"320","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Returnee",1,NA,1,1,"mantika","LY0105"
"420","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.494845360824742,NA,0.395167154632402,0.594523567017083,"mantika","LY0105"
"516","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.0163934426229508,NA,0,0.0389672612528311,"mantika","LY0105"
"616","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0,NA,0,0,"mantika","LY0105"
"71","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.0927835051546392,NA,0.0349413926395108,0.150625617669768,"mantika","LY0105"
"81","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.00819672131147541,NA,0,0.0242251923073449,"mantika","LY0105"
"91","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Returnee",0,NA,0,0,"mantika","LY0105"
"101","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.0721649484536082,NA,0.0205765756208382,0.123753321286378,"mantika","LY0105"
"1110","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0.0491803278688525,NA,0.0107384999485944,0.0876221557891105,"mantika","LY0105"
"1210","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Returnee",0,NA,0,0,"mantika","LY0105"
"131","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","IDP",0.0103092783505155,NA,0,0.0304473170748341,"mantika","LY0105"
"141","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","Non-Displaced",0,NA,0,0,"mantika","LY0105"
"151","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","Returnee",0,NA,0,0,"mantika","LY0105"
"161","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","IDP",0,NA,0,0,"mantika","LY0105"
"171","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Non-Displaced",0.00819672131147541,NA,0,0.0242251923073449,"mantika","LY0105"
"181","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Returnee",0,NA,0,0,"mantika","LY0105"
"19","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","IDP",0,NA,0,0,"mantika","LY0105"
"20","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","Non-Displaced",0.00819672131147541,NA,0,0.0242251923073449,"mantika","LY0105"
"21","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","Returnee",0,NA,0,0,"mantika","LY0105"
"130","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.2,NA,0.119441502792373,0.280558497207627,"mantika","LY0103"
"225","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.896825396825397,NA,0.843630711085754,0.950020082565039,"mantika","LY0103"
"321","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Returnee",0.952830188679245,NA,0.912409839728627,0.993250537629863,"mantika","LY0103"
"421","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.305263157894737,NA,0.212516402353152,0.398009913436321,"mantika","LY0103"
"517","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.0238095238095238,NA,0,0.0504701614824623,"mantika","LY0103"
"617","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0,NA,0,0,"mantika","LY0103"
"72","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.189473684210526,NA,0.11054963212436,0.268397736296693,"mantika","LY0103"
"82","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0.0317460317460317,NA,0.00108637695600364,0.0624056865360599,"mantika","LY0103"
"92","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Returnee",0.0188679245283019,NA,0,0.0448088841024627,"mantika","LY0103"
"102","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.252631578947368,NA,0.165120597488124,0.340142560406612,"mantika","LY0103"
"1111","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.0238095238095238,NA,0,0.0504701614824623,"mantika","LY0103"
"1211","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Returnee",0,NA,0,0,"mantika","LY0103"
"132","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","IDP",0,NA,0,0,"mantika","LY0103"
"142","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Non-Displaced",0.00793650793650794,NA,0,0.0234536721492712,"mantika","LY0103"
"152","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Returnee",0.0283018867924528,NA,0,0.0599198295700306,"mantika","LY0103"
"162","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","IDP",0.0421052631578947,NA,0.0016589955296881,0.0825515307861014,"mantika","LY0103"
"172","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Non-Displaced",0,NA,0,0,"mantika","LY0103"
"182","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Returnee",0,NA,0,0,"mantika","LY0103"
"191","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","IDP",0.0105263157894737,NA,0,0.0310800949609022,"mantika","LY0103"
"201","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","Non-Displaced",0.00793650793650794,NA,0,0.0234536721492712,"mantika","LY0103"
"2110","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","Returnee",0,NA,0,0,"mantika","LY0103"
"22","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","IDP",0,NA,0,0,"mantika","LY0103"
"23","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Non-Displaced",0.00793650793650794,NA,0,0.0234536721492713,"mantika","LY0103"
"24","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Returnee",0,NA,0,0,"mantika","LY0103"
"133","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.0961538461538462,NA,0.0393727096626375,0.152934982645055,"mantika","LY0319"
"226","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.713114754098361,NA,0.632679939440479,0.793549568756242,"mantika","LY0319"
"322","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Returnee",0.8,NA,0.448629616930888,1,"mantika","LY0319"
"422","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.663461538461539,NA,0.57244952517408,0.754473551748997,"mantika","LY0319"
"518","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.172131147540984,NA,0.10500051316941,0.239261781912557,"mantika","LY0319"
"618","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0,NA,0,0,"mantika","LY0319"
"73","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.0961538461538462,NA,0.0393727096626375,0.152934982645055,"mantika","LY0319"
"83","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.0163934426229508,NA,0,0.0389751116507837,"mantika","LY0319"
"93","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Returnee",0,NA,0,0,"mantika","LY0319"
"103","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.144230769230769,NA,0.076563167136898,0.211898371324641,"mantika","LY0319"
"1112","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0.0655737704918033,NA,0.0215539936964375,0.109593547287169,"mantika","LY0319"
"1212","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Returnee",0.2,NA,0,0.551370383069112,"mantika","LY0319"
"134","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","IDP",0,NA,0,0,"mantika","LY0319"
"143","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Non-Displaced",0.0163934426229508,NA,0,0.0389751116507838,"mantika","LY0319"
"153","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Returnee",0,NA,0,0,"mantika","LY0319"
"163","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","IDP",0,NA,0,0,"mantika","LY0319"
"173","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","Non-Displaced",0.00819672131147541,NA,0,0.0242307664584422,"mantika","LY0319"
"183","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","Returnee",0,NA,0,0,"mantika","LY0319"
"192","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","IDP",0,NA,0,0,"mantika","LY0319"
"202","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Non-Displaced",0.00819672131147541,NA,0,0.0242307664584422,"mantika","LY0319"
"2111","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Returnee",0,NA,0,0,"mantika","LY0319"
"135","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.264705882352941,NA,0.178960357347132,0.35045140735875,"mantika","LY0214"
"227","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.0149253731343284,NA,0,0.0354863608476855,"mantika","LY0214"
"323","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Returnee",0.0306122448979592,NA,0,0.0647694654640123,"mantika","LY0214"
"423","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.323529411764706,NA,0.232605007271351,0.414453816258061,"mantika","LY0214"
"519","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.0298507462686567,NA,0.000994244441736097,0.0587072480955773,"mantika","LY0214"
"619","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0.0204081632653061,NA,0,0.0484438183598408,"mantika","LY0214"
"74","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.254901960784314,NA,0.170200203589315,0.339603717979313,"mantika","LY0214"
"84","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0.00746268656716418,NA,0,0.0220564677633016,"mantika","LY0214"
"94","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Returnee",0.0102040816326531,NA,0,0.0301312670246506,"mantika","LY0214"
"104","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.137254901960784,NA,0.0703736638892984,0.20413614003227,"mantika","LY0214"
"1113","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.940298507462687,NA,0.900121991185987,0.980475023739386,"mantika","LY0214"
"1213","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Returnee",0.938775510204082,NA,0.891238744168026,0.986312276240137,"mantika","LY0214"
"136","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","IDP",0.0196078431372549,NA,0,0.0465550618874809,"mantika","LY0214"
"144","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Non-Displaced",0,NA,0,0,"mantika","LY0214"
"154","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Returnee",0,NA,0,0,"mantika","LY0214"
"164","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","IDP",0,NA,0,0,"mantika","LY0214"
"174","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Non-Displaced",0.00746268656716418,NA,0,0.0220564677633016,"mantika","LY0214"
"184","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Returnee",0,NA,0,0,"mantika","LY0214"
"137","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.260869565217391,NA,0.171003951048764,0.350735179386018,"mantika","LY0212"
"228","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.186567164179104,NA,0.120506753945283,0.252627574412926,"mantika","LY0212"
"324","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Returnee",0.19,NA,0.112992234741889,0.267007765258111,"mantika","LY0212"
"424","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.402173913043478,NA,0.301824305966948,0.502523520120009,"mantika","LY0212"
"520","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.694029850746269,NA,0.615886610469974,0.772173091022564,"mantika","LY0212"
"620","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Returnee",0.61,NA,0.514255809507841,0.705744190492159,"mantika","LY0212"
"75","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.304347826086957,NA,0.210180015701261,0.398515636472652,"mantika","LY0212"
"85","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.111940298507463,NA,0.058474368779843,0.165406228235082,"mantika","LY0212"
"95","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0.13,NA,0.0639844093951962,0.196015590604804,"mantika","LY0212"
"105","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.0108695652173913,NA,0,0.0320899945201286,"mantika","LY0212"
"1114","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0,NA,0,0,"mantika","LY0212"
"1214","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Returnee",0.02,NA,0,0.0474816779695448,"mantika","LY0212"
"138","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","IDP",0,NA,0,0,"mantika","LY0212"
"145","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Non-Displaced",0,NA,0,0,"mantika","LY0212"
"155","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Returnee",0.03,NA,0,0.0634858791127047,"mantika","LY0212"
"165","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","IDP",0.0217391304347826,NA,0,0.0515840025370097,"mantika","LY0212"
"175","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Non-Displaced",0.00746268656716418,NA,0,0.0220570055251559,"mantika","LY0212"
"185","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Returnee",0.02,NA,0,0.0474816779695448,"mantika","LY0212"
"139","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.625,NA,0.386678221530703,0.863321778469297,"mantika","LY0208"
"229","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.705882352941176,NA,0.552011867045154,0.859752838837198,"mantika","LY0208"
"325","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Returnee",0.568965517241379,NA,0.440923336010405,0.697007698472354,"mantika","LY0208"
"425","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.0625,NA,0,0.181660889234648,"mantika","LY0208"
"521","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0.0588235294117647,NA,0,0.138281906658183,"mantika","LY0208"
"621","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Returnee",0.103448275862069,NA,0.024706829731859,0.182189721992279,"mantika","LY0208"
"76","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","IDP",0,NA,0,0,"mantika","LY0208"
"86","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Non-Displaced",0,NA,0,0,"mantika","LY0208"
"96","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Returnee",0.0172413793103448,NA,0,0.0508974582324667,"mantika","LY0208"
"106","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.25,NA,0.0368385211296025,0.463161478870398,"mantika","LY0208"
"1115","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.205882352941176,NA,0.0693358423174009,0.342428863564952,"mantika","LY0208"
"1215","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Returnee",0.241379310344828,NA,0.130738220342629,0.352020400347026,"mantika","LY0208"
"1310","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.0625,NA,0,0.181660889234649,"mantika","LY0208"
"146","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0,NA,0,0,"mantika","LY0208"
"156","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0.0517241379310345,NA,0,0.108986342174996,"mantika","LY0208"
"166","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","IDP",0,NA,0,0,"mantika","LY0208"
"176","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Non-Displaced",0,NA,0,0,"mantika","LY0208"
"186","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Returnee",0.0172413793103448,NA,0,0.0508974582324667,"mantika","LY0208"
"193","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","IDP",0,NA,0,0,"mantika","LY0208"
"203","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Non-Displaced",0.0294117647058824,NA,0,0.08646846794142,"mantika","LY0208"
"2112","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Returnee",0,NA,0,0,"mantika","LY0208"
"140","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.376237623762376,NA,0.281595160495491,0.470880087029262,"mantika","LY0321"
"230","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.973913043478261,NA,0.944730112969505,1,"mantika","LY0321"
"326","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Returnee",0.774647887323944,NA,0.67729253432405,0.872003240323837,"mantika","LY0321"
"426","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.257425742574257,NA,0.172009341721841,0.342842143426674,"mantika","LY0321"
"522","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.0173913043478261,NA,0,0.041325204883855,"mantika","LY0321"
"622","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Returnee",0.0985915492957747,NA,0.0291279141768347,0.168055184414715,"mantika","LY0321"
"77","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.0891089108910891,NA,0.0334494326942442,0.144768389087934,"mantika","LY0321"
"87","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.00869565217391304,NA,0,0.0256941947734685,"mantika","LY0321"
"97","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0.0140845070422535,NA,0,0.0415424197335924,"mantika","LY0321"
"107","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.108910891089109,NA,0.048049544173964,0.169772238004254,"mantika","LY0321"
"1116","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0,NA,0,0,"mantika","LY0321"
"1216","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Returnee",0.0845070422535211,NA,0.0196957317269048,0.149318352780137,"mantika","LY0321"
"1311","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","IDP",0.158415841584158,NA,0.0870823608017929,0.229749322366524,"mantika","LY0321"
"147","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Non-Displaced",0,NA,0,0,"mantika","LY0321"
"157","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Returnee",0.0140845070422535,NA,0,0.0415424197335924,"mantika","LY0321"
"167","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","IDP",0.0099009900990099,NA,0,0.029243995903906,"mantika","LY0321"
"177","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Non-Displaced",0,NA,0,0,"mantika","LY0321"
"187","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Returnee",0,NA,0,0,"mantika","LY0321"
"194","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","IDP",0,NA,0,0,"mantika","LY0321"
"204","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","Non-Displaced",0,NA,0,0,"mantika","LY0321"
"2113","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","Returnee",0.0140845070422535,NA,0,0.0415424197335924,"mantika","LY0321"
"148","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.265957446808511,NA,0.176502587866502,0.35541230575052,"mantika","LY0215"
"231","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.133333333333333,NA,0.075904539283699,0.190762127382968,"mantika","LY0215"
"327","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Returnee",0.230769230769231,NA,0.149672794222465,0.311865667315997,"mantika","LY0215"
"427","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.585106382978723,NA,0.485354056396643,0.684858709560804,"mantika","LY0215"
"523","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.644444444444444,NA,0.56357568923694,0.725313199651949,"mantika","LY0215"
"623","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Returnee",0.711538461538462,NA,0.624336220891791,0.798740702185132,"mantika","LY0215"
"78","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.148936170212766,NA,0.076855569582578,0.221016770842954,"mantika","LY0215"
"88","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.222222222222222,NA,0.151986865896522,0.292457578547923,"mantika","LY0215"
"98","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0.0576923076923077,NA,0.012813654010365,0.10257096137425,"mantika","LY0215"
"149","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.479591836734694,NA,0.380521795878466,0.578661877590921,"mantika","LY0107"
"232","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.721804511278195,NA,0.645525254000561,0.798083768555829,"mantika","LY0107"
"328","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Returnee",0.65,NA,0.54531290571361,0.75468709428639,"mantika","LY0107"
"428","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.214285714285714,NA,0.132915898080383,0.295655530491045,"mantika","LY0107"
"524","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.0827067669172932,NA,0.0358204374399173,0.129593096394669,"mantika","LY0107"
"624","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Returnee",0.2125,NA,0.122714295733549,0.302285704266451,"mantika","LY0107"
"79","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.102040816326531,NA,0.0420133986032532,0.162068234049808,"mantika","LY0107"
"89","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0.0300751879699248,NA,0.00100185461238119,0.0591485213274684,"mantika","LY0107"
"99","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Returnee",0,NA,0,0,"mantika","LY0107"
"108","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.204081632653061,NA,0.124158844839257,0.284004420466866,"mantika","LY0107"
"1117","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.157894736842105,NA,0.0958237520365045,0.219965721647706,"mantika","LY0107"
"1217","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0.125,NA,0.0524125603213631,0.197587439678637,"mantika","LY0107"
"1312","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","IDP",0,NA,0,0,"mantika","LY0107"
